dates,PM25,PM10,NO,NO2,NOx,Ozone
05-01-2020 08:15,89.4,110.5,37.2,21.4,58.8,4.11
05-01-2020 08:30,81.5,100.1,39.6,21.5,61.4,3.68
05-01-2020 08:45,81.5,100.1,41.1,24,65.4,3.81
05-01-2020 09:00,81.5,100.1,38.5,25.1,63.9,4.19
05-01-2020 09:15,80.6,102,39.6,30.9,71.2,4.56
05-01-2020 09:30,77.7,108.1,39,35.2,74.4,5.24
05-01-2020 09:45,77.7,108.1,37.5,34.8,72.5,6.27
05-01-2020 10:00,77.7,108.1,30.6,30.9,61.8,9.81
05-01-2020 10:15,77.1,105.7,26.8,28.6,55.6,10.4
05-01-2020 10:30,75.3,97.8,24.2,25.9,50.3,12.33
05-01-2020 10:45,75.3,97.8,23.3,24.3,48,13.58
05-01-2020 11:00,75.3,97.8,22.1,20.8,43.2,13.16
05-01-2020 11:15,73.9,98.1,21.1,21.2,42.7,11.08
05-01-2020 11:30,69.6,99.1,20.7,21.6,42.6,11.77
05-01-2020 11:45,69.6,99.1,20.3,21.5,42,15.86
05-01-2020 12:00,69.6,99.1,19.4,21.3,41,18.24
05-01-2020 12:15,71,98.9,17.7,18.8,36.8,21.17
05-01-2020 12:30,75.3,98.2,17.2,18.4,35.9,23.84
05-01-2020 12:45,75.3,98.2,15.9,18,34.3,29.7
05-01-2020 13:00,75.3,98.2,15.5,19.5,35.3,30.11
05-01-2020 13:15,72.8,98,16.3,15.9,32.7,31.56
05-01-2020 13:30,64.5,97.3,14.7,16.7,31.6,34.26
05-01-2020 13:45,64.5,97.3,14.3,16.7,31.2,35.27
05-01-2020 14:00,64.5,97.3,13.7,15.1,29.1,38.19
05-01-2020 14:15,63.4,90.1,13.5,15.7,29.5,34.99
05-01-2020 14:30,59.7,67.9,13.1,15.3,28.6,39.48
05-01-2020 14:45,59.7,67.9,12.5,15.8,28.6,37.17
05-01-2020 15:00,59.7,67.9,12.2,17.3,29.8,33.02
05-01-2020 15:15,59.4,71.7,11.8,18.5,30.6,32.67
05-01-2020 15:30,58.3,84.3,11.3,18.9,30.5,31.19
05-01-2020 15:45,58.3,84.3,11.8,20.7,32.9,22.84
05-01-2020 16:00,58.3,84.3,11.8,22,34.1,23.93
05-01-2020 16:15,58.4,86.7,11.5,23.7,35.5,21.47
05-01-2020 16:30,58.7,94.7,11.4,23.8,35.5,23.59
05-01-2020 16:45,58.7,94.7,12.7,27.2,40.2,18.48
05-01-2020 17:00,58.7,94.7,11.7,27,38.9,17.37
05-01-2020 17:15,61.3,97.6,11.3,26.3,38.5,11.02
05-01-2020 17:30,69.7,107.3,12.5,28.6,41.4,7.25
05-01-2020 17:45,69.7,107.3,14.4,28.6,43.4,5.31
05-01-2020 18:00,69.7,107.3,20.8,28.9,50,5.19
05-01-2020 18:15,71.1,110.4,31.3,29.3,60.9,5.85
05-01-2020 18:30,75.5,120,42.4,29.2,71.9,4.29
05-01-2020 18:45,75.5,120,54.3,28.7,83.3,4.31
05-01-2020 19:00,75.5,120,61.7,28,90,4.71
05-01-2020 19:15,80.9,127.5,71.4,28.8,100.6,6.4
05-01-2020 19:30,98.9,152.4,70.4,29.4,100.1,4.2
05-01-2020 19:45,98.9,152.4,82.5,26.8,109.6,4.64
05-01-2020 20:00,98.9,152.4,88.5,27.3,116.1,5.05
05-01-2020 20:15,None,157.7,96.6,27.9,124.8,7.87
05-01-2020 20:30,None,173.9,94.4,25.8,120.5,4.95
05-01-2020 20:45,None,None,98.3,26.2,124.8,3.92
05-01-2020 21:00,None,None,102.2,27,129.5,4.11
05-01-2020 21:15,None,None,109.5,20.6,130.3,4.2
05-01-2020 21:30,None,None,112.5,23.6,136.5,3.73
05-01-2020 21:45,None,None,120.8,25.3,146.3,4.22
05-01-2020 22:00,None,None,137.2,24.8,162.2,4.53
05-01-2020 22:15,None,None,134.6,25.2,160.2,4.86
05-01-2020 22:30,None,None,152.8,24.9,178,4.6
05-01-2020 22:45,None,None,186,25.1,211.4,4.69
05-01-2020 23:00,None,None,213.7,24.9,238.9,4.38
05-01-2020 23:15,None,None,231.5,25.9,257.7,4.65
05-01-2020 23:30,None,None,213.5,25.7,239.5,4.32
05-01-2020 23:45,None,225.4,201.2,24.9,226.4,4.2
06-01-2020 00:00,None,None,None,None,None,None
06-01-2020 00:15,None,None,202.9,22.1,225.3,4.24
06-01-2020 00:30,None,None,205.7,20,226,3.79
06-01-2020 00:45,None,None,212.9,18.5,231.6,3.53
06-01-2020 01:00,None,None,214.1,18.4,232.8,3.23
06-01-2020 01:15,None,None,207.9,16,224.6,3.12
06-01-2020 01:30,None,None,214.5,17.3,232.1,3.3
06-01-2020 01:45,None,None,227.9,17.9,246.1,3.44
06-01-2020 02:00,None,None,245.8,18.4,264.5,3.9
06-01-2020 02:15,None,None,242.3,17.9,260.5,3.98
06-01-2020 02:30,None,None,222.9,19.3,242.5,3.65
06-01-2020 02:45,None,None,210.7,18.8,229.8,3.46
06-01-2020 03:00,None,None,197.7,19.4,217.3,3.43
06-01-2020 03:15,None,None,187,19.2,206.5,3.36
06-01-2020 03:30,None,None,166.8,19,186.1,3.13
06-01-2020 03:45,None,None,152.1,18.9,171.4,2.85
06-01-2020 04:00,None,None,143.8,18.9,163,3.01
06-01-2020 04:15,None,None,130.2,20.1,150.6,2.9
06-01-2020 04:30,None,None,110.9,20.7,131.8,2.86
06-01-2020 04:45,None,None,98.1,20.3,118.6,2.99
06-01-2020 05:00,None,None,91.6,20.7,112.6,2.94
06-01-2020 05:15,None,None,94.3,18.4,113,3.16
06-01-2020 05:30,None,None,94,20,114.4,3.06
06-01-2020 05:45,None,None,94.5,20.6,115.4,3.06
06-01-2020 06:00,None,None,89.3,21.6,111.2,3.27
06-01-2020 06:15,None,None,81,21.7,103,3.29
06-01-2020 06:30,None,None,83,21.5,104.7,3.27
06-01-2020 06:45,None,None,91.8,21.2,113.3,3.46
06-01-2020 07:00,None,None,93.8,19.9,114.1,3.85
06-01-2020 07:15,None,None,93.3,18.1,111.7,3.68
06-01-2020 07:30,None,None,103.1,18.2,121.6,3.88
06-01-2020 07:45,None,None,102.2,17.4,119.8,3.74
06-01-2020 08:00,None,None,95.5,20.1,115.9,3.42
06-01-2020 08:15,None,None,74.1,30.3,104.7,3.22
06-01-2020 08:30,None,None,63.6,38.5,102.4,3.88
06-01-2020 08:45,None,None,63.4,43.8,107.5,4.37
06-01-2020 09:00,None,None,60.1,50.3,110.7,5.57
06-01-2020 09:15,None,None,33.7,35,70.1,9.61
06-01-2020 09:30,None,None,33.4,37.4,71,14.66
06-01-2020 09:45,None,None,31.4,37,68.8,23.21
06-01-2020 10:00,None,None,29.1,35,64.3,31.72
06-01-2020 10:15,None,None,26.5,34,60.8,38.27
06-01-2020 10:30,None,None,24.6,27.8,52.7,45.25
06-01-2020 10:45,None,None,23,24.4,47.7,49.69
06-01-2020 11:00,None,None,22.1,25.2,47.6,52.21
06-01-2020 11:15,None,None,None,None,None,62.08
06-01-2020 11:30,None,None,None,None,None,62.8
06-01-2020 11:45,None,None,None,None,None,72.65
06-01-2020 12:00,None,None,None,None,None,76.39
06-01-2020 12:15,None,None,None,None,None,74.69
06-01-2020 12:30,None,None,None,None,None,75.09
06-01-2020 12:45,None,None,7.1,11.1,18.3,None
06-01-2020 13:00,None,None,8.8,16.5,25.5,None
06-01-2020 13:15,None,None,9.1,17.1,26.8,None
06-01-2020 13:30,None,None,7.2,18.7,26.1,75.24
06-01-2020 13:45,None,None,6.6,17.6,24.5,87.68
06-01-2020 14:00,None,None,6.6,16.8,23.7,88.4
06-01-2020 14:15,None,None,6.6,17,23.9,89.37
06-01-2020 14:30,None,None,6.5,17.1,23.9,88.44
06-01-2020 14:45,None,None,6.6,16.9,23.8,88.58
06-01-2020 15:00,None,None,6.8,18.5,25.6,79.47
06-01-2020 15:15,13.1,101,7.1,20.9,28.4,78.45
06-01-2020 15:30,13.1,101,7.2,21.6,29.1,75.52
06-01-2020 15:45,13.1,101,6.9,21.6,28.9,71.58
06-01-2020 16:00,15.8,101.6,6.9,21.9,29.1,73.87
06-01-2020 16:15,24.4,103.7,7.1,26,33.5,63.27
06-01-2020 16:30,24.4,103.7,8.7,27,36,66.66
06-01-2020 16:45,24.4,103.7,9.1,31.6,41,55.52
06-01-2020 17:00,26.9,102.5,7.4,31,38.7,49.67
06-01-2020 17:15,34.5,98.6,6.9,39.4,47.3,37.26
06-01-2020 17:30,34.5,98.6,7.2,44.8,52.4,25.39
06-01-2020 17:45,34.5,98.6,8.1,49,57.5,21.78
06-01-2020 18:00,37.4,105.2,8.3,50.1,58.7,23.74
06-01-2020 18:15,46.3,125.7,8.2,50.9,59.4,17.86
06-01-2020 18:30,46.3,125.7,10.4,53.5,64.2,12.53
06-01-2020 18:45,46.3,125.7,16.6,57.2,74.1,9.14
06-01-2020 19:00,52.7,131.7,20.2,57,77.5,6.58
06-01-2020 19:15,72.2,150.2,29.7,57.1,87.1,6.07
06-01-2020 19:30,72.2,150.2,45.8,58.9,105,6.93
06-01-2020 19:45,72.2,150.2,49.8,58.3,108.4,6.56
06-01-2020 20:00,75.7,160.3,58.3,58.2,116.8,6.5
06-01-2020 20:15,86.4,191.4,55.5,58.4,114.2,5.97
06-01-2020 20:30,86.4,191.4,52.7,57.6,110.6,6.59
06-01-2020 20:45,86.4,191.4,51.8,60.3,112.4,9.18
06-01-2020 21:00,94.2,194.6,60.5,61.7,122.5,7.54
06-01-2020 21:15,118.2,204.2,89.9,62.2,154.2,6.87
06-01-2020 21:30,118.2,204.2,82.7,64.1,147.1,8.5
06-01-2020 21:45,118.2,204.2,79,62,141.3,9.78
06-01-2020 22:00,125.4,213,62.1,59.8,122.2,6.95
06-01-2020 22:15,147.7,240,49.5,55.3,105.1,7.69
06-01-2020 22:30,147.7,240,47,52.4,99.8,7.19
06-01-2020 22:45,147.7,240,47.9,51.5,99.7,6.15
06-01-2020 23:00,146.2,237.9,50.9,51.5,102.7,4.99
06-01-2020 23:15,141.7,231.4,40.9,49.4,90.6,4.2
06-01-2020 23:30,141.7,231.4,34.9,47.7,82.9,4.15
06-01-2020 23:45,141.7,231.4,28.7,45.4,74.4,4.01
07-01-2020 00:00,None,None,None,None,None,None
07-01-2020 00:15,119.3,205.5,15.9,31.9,48.1,13.07
07-01-2020 00:30,119.3,205.5,14.4,31.2,46,11.34
07-01-2020 00:45,119.3,205.5,13.9,31,45.3,10.56
07-01-2020 01:00,115.5,198.7,13.3,28.2,41.9,10.89
07-01-2020 01:15,103.6,177.6,13.2,23.1,36.6,12.07
07-01-2020 01:30,103.6,177.6,12.1,23,35.4,15.37
07-01-2020 01:45,103.6,177.6,11.6,20.4,32.3,18.76
07-01-2020 02:00,101.5,171.6,11.2,19,30.5,18.9
07-01-2020 02:15,94.8,152.9,10.9,18.1,29.3,21.62
07-01-2020 02:30,94.8,152.9,10.6,17.7,28.6,27.51
07-01-2020 02:45,94.8,152.9,10.2,17.4,28,34.42
07-01-2020 03:00,93,152.9,9.8,17.2,27.3,36.25
07-01-2020 03:15,87.5,152.8,9.4,16.9,26.6,30.73
07-01-2020 03:30,87.5,152.8,9,17.5,26.8,32.67
07-01-2020 03:45,87.5,152.8,8.6,17.2,26.1,35.07
07-01-2020 04:00,87.9,149.3,8.1,15.7,24.1,36.31
07-01-2020 04:15,89.2,138.3,7.9,15.6,23.8,32.27
07-01-2020 04:30,89.2,138.3,7.5,15.3,23.2,33.9
07-01-2020 04:45,89.2,138.3,7.4,16.2,23.9,30.21
07-01-2020 05:00,88.4,135.9,7.3,16.9,24.5,27.18
07-01-2020 05:15,85.8,128.6,8.6,13.7,22.9,24.62
07-01-2020 05:30,85.8,128.6,7.7,17.9,25.9,22.37
07-01-2020 05:45,85.8,128.6,7.7,20.6,28.6,16.36
07-01-2020 06:00,84.4,131.8,7.9,22.3,30.5,12.89
07-01-2020 06:15,80,141.5,8.7,24.4,33.4,8.2
07-01-2020 06:30,80,141.5,14.4,29.8,44.5,6.72
07-01-2020 06:45,80,141.5,18.2,31.8,50.4,6.85
07-01-2020 07:00,83.5,146.5,18.3,31.9,50.5,8.67
07-01-2020 07:15,94.1,162.1,16.7,31.7,48.6,9.71
07-01-2020 07:30,94.1,162.1,17.5,32,49.8,9.55
07-01-2020 07:45,94.1,162.1,20.6,33.5,54.4,9.11
07-01-2020 08:00,96.7,165.9,18.7,34,53,11.58
07-01-2020 08:15,104.8,177.5,23.8,36.9,60.9,10.9
07-01-2020 08:30,104.8,177.5,32.4,40,72.7,9.73
07-01-2020 08:45,104.8,177.5,27.8,39.7,67.7,11.9
07-01-2020 09:00,106.8,180.6,21.5,38.5,60.2,18.99
07-01-2020 09:15,113,190.4,16.1,33,50.3,21.99
07-01-2020 09:30,113,190.4,14.2,33.4,47.9,33.2
07-01-2020 09:45,113,190.4,13.2,33.1,46.6,33.65
07-01-2020 10:00,114.1,193,12.5,33,45.8,41.11
07-01-2020 10:15,117.5,201,11,30,41.3,52.01
07-01-2020 10:30,117.5,201,9.9,26.8,37,59.43
07-01-2020 10:45,117.5,201,9.1,23.7,33.1,68.22
07-01-2020 11:00,114.3,197.8,8.9,23.3,32.5,72.87
07-01-2020 11:15,104.7,187.8,8.6,23.4,32.3,73.84
07-01-2020 11:30,104.7,187.8,8.1,21,29.5,82.48
07-01-2020 11:45,104.7,187.8,7.8,20.2,28.4,85.01
07-01-2020 12:00,103,186.3,7.4,17.8,25.5,95.19
07-01-2020 12:15,98,181.4,7.1,17.3,24.7,96.22
07-01-2020 12:30,98,181.4,6.9,17.1,24.4,95.84
07-01-2020 12:45,98,181.4,6.9,18.5,25.8,93.41
07-01-2020 13:00,96.5,178.2,6.7,17.5,24.4,103.28
07-01-2020 13:15,91.9,168.3,6.7,14.8,22.2,103.33
07-01-2020 13:30,91.9,168.3,6.7,18.5,25.5,92.64
07-01-2020 13:45,91.9,168.3,6.7,19.5,26.5,91.78
07-01-2020 14:00,90.3,168.7,6.7,19.8,26.8,94.43
07-01-2020 14:15,85.3,169.9,6.6,18.3,25.2,97.11
07-01-2020 14:30,85.3,169.9,6.6,18.9,25.8,92.26
07-01-2020 14:45,85.3,169.9,6.7,22.7,29.7,86.33
07-01-2020 15:00,84.2,166.5,6.9,24.6,31.8,84.78
07-01-2020 15:15,80.6,155.8,6.8,25.3,32.4,83.3
07-01-2020 15:30,80.6,155.8,6.8,24.8,31.9,89.57
07-01-2020 15:45,80.6,155.8,6.8,25.7,32.8,83.82
07-01-2020 16:00,80,153.8,6.8,26.6,33.7,80.97
07-01-2020 16:15,78.1,147.5,6.9,30.7,37.9,70.63
07-01-2020 16:30,78.1,147.5,6.8,29.9,37,72.5
07-01-2020 16:45,78.1,147.5,6.9,32.6,39.8,67.04
07-01-2020 17:00,80.7,151.1,7,35.3,42.6,60.47
07-01-2020 17:15,88.8,162.2,7.3,40.7,49.1,56.59
07-01-2020 17:30,88.8,162.2,7,40.9,48.2,52.11
07-01-2020 17:45,88.8,162.2,7.4,43.1,50.8,36.01
07-01-2020 18:00,93.3,170,8.2,47.5,56,30.93
07-01-2020 18:15,107,194,8.3,45.8,54.4,30.27
07-01-2020 18:30,107,194,9.3,47,56.6,29.2
07-01-2020 18:45,107,194,12.3,53.4,66,16.45
07-01-2020 19:00,108.6,195,13.8,58.1,72.3,13.02
07-01-2020 19:15,113.3,198,17.1,58.6,76,8.51
07-01-2020 19:30,113.3,198,25.9,62,88.2,5.97
07-01-2020 19:45,113.3,198,26.5,61.9,88.8,5.92
07-01-2020 20:00,120.7,202.9,24.1,62.2,86.6,7.56
07-01-2020 20:15,143.7,218.1,21.9,64.9,87.1,7.2
07-01-2020 20:30,143.7,218.1,20.6,64.2,85.1,10.52
07-01-2020 20:45,143.7,218.1,20.6,61.4,82.3,6.25
07-01-2020 21:00,153.5,225.1,29.8,61.8,91.9,5.95
07-01-2020 21:15,184.1,246.9,36.7,59.3,96.3,4.51
07-01-2020 21:30,184.1,246.9,42,62.3,104.6,4.48
07-01-2020 21:45,184.1,246.9,74.4,64.1,138.9,4.71
07-01-2020 22:00,187.5,256,103.2,64.3,167.8,5.57
07-01-2020 22:15,198.1,284.1,106.1,65,171.4,5.95
07-01-2020 22:30,198.1,284.1,111.3,64.9,176.5,5.59
07-01-2020 22:45,198.1,284.1,124.1,62.8,187.2,5.42
07-01-2020 23:00,198.7,286.9,137.1,61.1,198.5,5.3
07-01-2020 23:15,200.3,295.9,142.2,58.6,201.1,5.21
07-01-2020 23:30,200.3,295.9,145.6,55.9,201.7,5.45
07-01-2020 23:45,200.3,295.9,139.4,52.6,192.4,4.76
08-01-2020 00:00,None,None,None,None,None,None
08-01-2020 00:15,194.9,286.2,144.6,51.3,196.1,4.79
08-01-2020 00:30,194.9,286.2,160.5,50,210.8,4.67
08-01-2020 00:45,194.9,286.2,154.5,47.9,202.7,4.69
08-01-2020 01:00,198.3,285,128.8,44.1,173.2,4.57
08-01-2020 01:15,208.7,281.4,104.1,36.8,141.2,3.96
08-01-2020 01:30,208.7,281.4,103.5,39.4,143.2,3.62
08-01-2020 01:45,208.7,281.4,101.8,38,140.1,3.82
08-01-2020 02:00,211.4,281.9,108.1,35.4,143.7,3.85
08-01-2020 02:15,219.7,283.5,110.3,35.4,146,3.67
08-01-2020 02:30,219.7,283.5,113.8,32.2,146.2,3.71
08-01-2020 02:45,219.7,283.5,114.3,31.9,146.5,3.63
08-01-2020 03:00,216.8,280.2,115,32.2,147.4,3.57
08-01-2020 03:15,207.9,269.9,113.9,33.3,147.6,3.63
08-01-2020 03:30,207.9,269.9,107.6,34.7,142.6,3.66
08-01-2020 03:45,207.9,269.9,103.9,34.1,138.3,3.61
08-01-2020 04:00,203.1,266.1,98.3,33.5,132.2,3.75
08-01-2020 04:15,188.3,254.5,83.8,35.7,119.8,3.42
08-01-2020 04:30,188.3,254.5,76.8,36.7,113.8,3.54
08-01-2020 04:45,188.3,254.5,71.6,37.1,109,3.56
08-01-2020 05:00,186.2,249.2,59.2,37.8,97.4,3.55
08-01-2020 05:15,179.6,233,44.9,31.2,76.4,3.17
08-01-2020 05:30,179.6,233,36.2,37.5,73.9,3.61
08-01-2020 05:45,179.6,233,27.7,38.4,66.4,4.52
08-01-2020 06:00,177.1,231.7,25.6,38.7,64.6,5.55
08-01-2020 06:15,169.6,227.8,27.2,40.1,67.6,5.47
08-01-2020 06:30,169.6,227.8,32.1,39.8,72.2,6.27
08-01-2020 06:45,169.6,227.8,28.6,37.9,66.9,7.39
08-01-2020 07:00,170.2,229.6,28.7,37.9,66.9,8.36
08-01-2020 07:15,172.2,235.1,26.9,38,65.1,6.58
08-01-2020 07:30,172.2,235.1,25.1,37.7,63.2,8.33
08-01-2020 07:45,172.2,235.1,24.3,36.4,61,10.09
08-01-2020 08:00,171.6,235,26,40.4,66.7,9.92
08-01-2020 08:15,169.6,234.7,22.3,42.1,64.7,16.7
08-01-2020 08:30,169.6,234.7,19.3,40.8,60.4,21.96
08-01-2020 08:45,169.6,234.7,18.1,43.5,61.9,26.25
08-01-2020 09:00,166.1,228.2,17.6,56.8,74.8,31.58
08-01-2020 09:15,155.4,208.1,18,34.6,54.2,31.63
08-01-2020 09:30,155.4,208.1,15.3,33.2,48.8,39.31
08-01-2020 09:45,155.4,208.1,14.1,29.2,43.6,44.56
08-01-2020 10:00,147.5,200.2,13.3,27,40.6,46.73
08-01-2020 10:15,123.1,176.1,12.5,25.4,38.2,55.01
08-01-2020 10:30,123.1,176.1,11.7,24.3,36.2,60.27
08-01-2020 10:45,123.1,176.1,11.2,25.3,36.8,61.28
08-01-2020 11:00,120.5,168.9,10.8,26.4,37.6,64.58
08-01-2020 11:15,112.5,146.9,10.2,25.1,35.6,71.87
08-01-2020 11:30,112.5,146.9,9.8,25,35.1,73.13
08-01-2020 11:45,112.5,146.9,9.4,23.9,33.7,77.53
08-01-2020 12:00,106.5,144.4,9,23,32.3,86.61
08-01-2020 12:15,88.1,136.8,8.4,21.6,30.3,90.96
08-01-2020 12:30,88.1,136.8,7.9,20.1,28.3,95.75
08-01-2020 12:45,88.1,136.8,7.6,19.7,27.6,99.21
08-01-2020 13:00,86.4,135,7.4,21.7,29.4,99.79
08-01-2020 13:15,None,None,7.1,27.7,36.1,102.81
08-01-2020 13:30,None,None,None,None,None,98.73
08-01-2020 13:45,None,None,None,None,None,102.75
08-01-2020 14:00,None,None,None,None,None,98.31
08-01-2020 14:15,None,None,None,None,None,93.02
08-01-2020 14:30,None,None,None,None,None,92
08-01-2020 14:45,None,None,None,None,None,96.68
08-01-2020 15:00,None,None,5,4.1,9.2,95.78
08-01-2020 15:15,37.2,103.9,6.3,11.5,18.2,94
08-01-2020 15:30,37.2,103.9,6.4,13.8,20.5,94.26
08-01-2020 15:45,37.9,102.2,6.5,16.1,22.9,84.44
08-01-2020 16:00,42.4,91.7,6.6,16.1,23,86.1
08-01-2020 16:15,42.4,91.7,6.6,18.1,25.1,79.13
08-01-2020 16:30,42.4,91.7,6.5,20.5,27.3,70.89
08-01-2020 16:45,42.6,92.9,6.5,22.1,28.9,67.57
08-01-2020 17:00,44.4,100.6,6.7,22.3,29.3,64.02
08-01-2020 17:15,44.4,100.6,7.7,21.4,29.4,53.35
08-01-2020 17:30,44.4,100.6,6.8,25.1,32.2,43.98
08-01-2020 17:45,46,100.9,6.7,29.7,36.7,35.34
08-01-2020 18:00,55.9,102.4,7.4,36.8,44.5,21.5
08-01-2020 18:15,55.9,102.4,10.7,50.7,61.7,9.7
08-01-2020 18:30,55.9,102.4,13.5,53.6,67.4,8.77
08-01-2020 18:45,59.2,105.7,16.4,57,73.7,12.01
08-01-2020 19:00,80.9,127.1,17,55.1,72.4,6.03
08-01-2020 19:15,80.9,127.1,31.6,58.2,90,8.42
08-01-2020 19:30,80.9,127.1,40.3,59,99.7,8.03
08-01-2020 19:45,81.8,132.2,30.9,56.3,87.5,6.12
08-01-2020 20:00,87.9,165.1,24,54.3,78.6,7.18
08-01-2020 20:15,87.9,165.1,25.6,53.6,79.6,6.56
08-01-2020 20:30,87.9,165.1,17.2,48.1,65.6,7.65
08-01-2020 20:45,91.3,165.6,16,46.9,63.2,7.05
08-01-2020 21:00,112.9,168.6,16.8,47.3,64.3,6.32
08-01-2020 21:15,112.9,168.6,14.9,43.8,60,5.26
08-01-2020 21:30,112.9,168.6,15.7,44.4,60.5,8.04
08-01-2020 21:45,112.3,168.6,13.8,40.6,54.7,9.02
08-01-2020 22:00,108.2,168.3,11.8,39.6,51.7,9.3
08-01-2020 22:15,108.2,168.3,10.7,35.4,46.3,11.58
08-01-2020 22:30,108.2,168.3,11.2,36.2,47.7,7.91
08-01-2020 22:45,108.6,169.7,14.4,36.9,51.6,6.76
08-01-2020 23:00,111,179.3,20.1,39.4,59.7,5.71
08-01-2020 23:15,111,179.3,25,40.9,66.2,4.87
08-01-2020 23:30,111,179.3,26.5,41.2,68,4.06
08-01-2020 23:45,111.6,178,27,41.3,68.6,3.94
09-01-2020 00:00,None,None,None,None,None,None
09-01-2020 00:15,115.2,169.8,50.9,42.2,93.4,3.79
09-01-2020 00:30,115.2,169.8,58.8,40.8,100,3.52
09-01-2020 00:45,115.3,168.1,60.9,43,104.2,3.28
09-01-2020 01:00,115.9,156.8,45.3,41.7,87.4,3.33
09-01-2020 01:15,115.9,156.8,25.5,33.8,59.6,3.46
09-01-2020 01:30,115.9,156.8,23.4,37.5,61.3,3.34
09-01-2020 01:45,115.2,157.6,22.6,38.1,61,3.11
09-01-2020 02:00,110.6,162.5,18.7,38.5,57.5,4.19
09-01-2020 02:15,110.6,162.5,14.9,32.3,47.6,7.24
09-01-2020 02:30,110.6,162.5,13.7,28.3,42.3,9.02
09-01-2020 02:45,110,161.7,13.6,26,39.9,7.23
09-01-2020 03:00,105.9,156.8,13.8,26.5,40.6,5.86
09-01-2020 03:15,105.9,156.8,13.6,26.7,40.6,5.41
09-01-2020 03:30,105.9,156.8,13.8,26.5,40.6,5.17
09-01-2020 03:45,105.2,155,16,28.7,45,3.95
09-01-2020 04:00,100.5,143.8,20.3,31.7,52.3,3.54
09-01-2020 04:15,100.5,143.8,26.7,32.9,59.9,3.48
09-01-2020 04:30,100.5,143.8,37.3,33,70.6,8.98
09-01-2020 04:45,102.3,144,51,34.4,85.7,9.89
09-01-2020 05:00,113.4,145.4,53.6,32.4,86.3,6.69
09-01-2020 05:15,113.4,145.4,62.3,27.7,90.9,6.75
09-01-2020 05:30,113.4,145.4,59.7,28.7,88.7,5.48
09-01-2020 05:45,114.9,148,56.7,28,85.1,4.05
09-01-2020 06:00,124.5,164.5,56.9,27.9,85,3.16
09-01-2020 06:15,124.5,164.5,61.1,29,90.4,3.99
09-01-2020 06:30,124.5,164.5,66.7,29.3,96.3,5.11
09-01-2020 06:45,127.1,167.8,80.1,30,110.4,7.65
09-01-2020 07:00,143.9,189.1,82.7,33.2,116.1,9.92
09-01-2020 07:15,143.9,189.1,76.1,44.8,121.3,6.03
09-01-2020 07:30,143.9,189.1,69.4,46.7,116.4,6.14
09-01-2020 07:45,144.9,191.5,71.2,45.3,116.8,5.65
09-01-2020 08:00,151.8,206.6,52.5,44.7,97.4,5.65
09-01-2020 08:15,151.8,206.6,31.5,38.2,70.1,8.21
09-01-2020 08:30,151.8,206.6,29.4,37.7,67.5,8
09-01-2020 08:45,148.3,202.7,27.5,37.7,65.5,10.44
09-01-2020 09:00,125.9,177.6,22.2,32.4,54.9,21.45
09-01-2020 09:15,125.9,177.6,18.9,20.9,40.6,29.28
09-01-2020 09:30,125.9,177.6,16.7,25.5,42.5,33.42
09-01-2020 09:45,122.9,173.1,16.4,26.4,43.1,35.51
09-01-2020 10:00,103.2,143.6,17.1,29.4,46.9,33.95
09-01-2020 10:15,103.2,143.6,16.2,29,45.5,41.29
09-01-2020 10:30,103.2,143.6,14.4,26.5,41.2,43.82
09-01-2020 10:45,101,141.5,13.7,27.1,41.1,47.5
09-01-2020 11:00,86.7,128.4,13.4,27,40.7,52.89
09-01-2020 11:15,86.7,128.4,12.5,24.8,37.6,60.67
09-01-2020 11:30,86.7,128.4,12.1,24.9,37.3,63.83
09-01-2020 11:45,85.6,125.4,11.1,21.9,33.3,68.61
09-01-2020 12:00,78.6,106.1,10.5,22.1,32.9,68.41
09-01-2020 12:15,78.6,106.1,10.5,25,35.7,63.82
09-01-2020 12:30,78.6,106.1,10.4,24.8,35.5,70.6
09-01-2020 12:45,78.5,107.2,9.7,21.7,31.7,70.98
09-01-2020 13:00,77.5,114.6,9.8,25.6,35.7,65.44
09-01-2020 13:15,77.5,114.6,9.4,25.4,35.6,69.88
09-01-2020 13:30,77.5,114.6,9.3,25.7,35.2,63.92
09-01-2020 13:45,76.8,113.5,9.1,25.4,34.8,58.63
09-01-2020 14:00,72.3,106.9,8.8,24.1,33.2,62.9
09-01-2020 14:15,72.3,106.9,8.7,26.2,35.2,50.69
09-01-2020 14:30,72.3,106.9,8.7,28,37,48.93
09-01-2020 14:45,75.7,110.6,9.3,32.1,41.6,33.33
09-01-2020 15:00,97.8,135.3,9.3,34.6,44.2,47.64
09-01-2020 15:15,97.8,135.3,8.2,25.1,33.5,59.59
09-01-2020 15:30,97.8,135.3,8.2,25.9,34.5,46.97
09-01-2020 15:45,95.4,133,8.3,29.6,38.3,41.8
09-01-2020 16:00,80.3,118,8.3,29,37.5,44.92
09-01-2020 16:15,80.3,118,8.1,29.6,38,44.77
09-01-2020 16:30,80.3,118,8.6,34.9,43.7,38.72
09-01-2020 16:45,80,117.5,8.5,33.9,42.7,38.52
09-01-2020 17:00,77.7,114.2,8.5,36.9,45.6,43.36
09-01-2020 17:15,77.7,114.2,10,35.1,46.3,33.42
09-01-2020 17:30,77.7,114.2,8.7,39,48,28.81
